country_code,region,simulation_index,ratio
CYP,High-income,18,2.7646784814875978
CYP,High-income,19,4.268600705930336
CYP,High-income,20,2.6532534677819335
CYP,High-income,21,2.6087872235715874
CYP,High-income,22,3.9853895017458925
CYP,High-income,23,5.78617885158017
CYP,High-income,24,1.5213880792425352
CYP,High-income,25,1.397066231548207
CYP,High-income,26,2.1000532455932848
CYP,High-income,27,3.640221272129024
CYP,High-income,28,2.59610421251542
CYP,High-income,29,2.969757626296036
CYP,High-income,30,2.8847028018381766
CYP,High-income,31,2.5142624832319047
CYP,High-income,32,2.4027065064146598
CYP,High-income,33,3.112956679064914
CYP,High-income,34,6.096769170918059
CYP,High-income,35,2.1944205562429806
CYP,High-income,36,2.792124500482273
CYP,High-income,37,4.083889360305694
CYP,High-income,38,4.94569140607333
CYP,High-income,39,6.215599389031087
CYP,High-income,40,1.4134039678114716
CYP,High-income,41,1.4636576609900949
CYP,High-income,42,2.0964451157731454
CYP,High-income,43,2.595233412969199
CYP,High-income,44,3.742251264925455
CYP,High-income,45,4.410145913755881
CYP,High-income,46,5.917623939278671
CYP,High-income,47,3.187582603698829
CYP,High-income,48,3.705476274724737
CYP,High-income,49,4.040436321497749
CYP,High-income,50,1.5809696600106953
CYP,High-income,51,2.5074438492771742
CYP,High-income,52,4.974152227458922
CYP,High-income,53,1.9505055348451463
CYP,High-income,54,2.030628514369504
CYP,High-income,55,3.63188222016299
CYP,High-income,56,4.550167765474191
CYP,High-income,57,2.2720469478380725
CYP,High-income,58,3.8559901614569254
CYP,High-income,59,2.9133287896091695
CYP,High-income,60,5.823747726375539
CYP,High-income,61,1.524012974063976
CYP,High-income,62,4.025724853527182
CYP,High-income,63,2.0138088626261466
CYP,High-income,64,3.8882707870394206
CYP,High-income,65,2.2537300965360263
CYP,High-income,66,2.0892689790020333
CYP,High-income,67,2.8610988727847393
CYP,High-income,68,1.9652998221670483
CYP,High-income,69,2.4993982310217393
CYP,High-income,70,2.1370687170176335
CYP,High-income,71,2.4773199641501606
CYP,High-income,72,2.1328983341085848
CYP,High-income,73,2.9564495152357564
CYP,High-income,74,4.783013202675051
CYP,High-income,75,4.839193464556335
CYP,High-income,76,4.356029456667332
CYP,High-income,77,2.3088897814310276
CYP,High-income,78,5.28682629049346
CYP,High-income,79,2.9050621351830284
CYP,High-income,80,1.5812646235056156
CYP,High-income,81,1.841027998033144
CYP,High-income,82,4.370564824084441
CYP,High-income,83,7.247029001587917
CYP,High-income,84,2.5556808073530286
CYP,High-income,85,3.54472482290551
CYP,High-income,86,2.2782728987983902
CYP,High-income,87,3.311413513086542
