iso3c,simulation_index,delivery_cost
ALB,45,6.5926679086055575
ALB,46,8.634662374231063
ALB,47,7.015716610199389
ALB,48,7.56715350335069
ALB,49,5.804045007699797
ALB,50,3.7788833588297157
ALB,51,5.937231464519877
ALB,52,8.757159689894664
ALB,53,8.387777359112821
ALB,54,8.696098212015583
ALB,55,5.818280118352523
ALB,56,3.328760950380818
ALB,57,6.189249628361874
ALB,58,7.471381046295196
ALB,59,4.1815763783752775
ALB,60,7.12879829535983
ALB,61,12.638321436390887
ALB,62,3.315917974558475
ALB,63,6.05471165301437
ALB,64,2.8952691587858617
ALB,65,6.3200709687382135
ALB,66,9.149964482615097
ALB,67,11.014054195163496
ALB,68,6.400568143846685
ALB,69,4.610785634776187
ALB,70,10.595504332992013
ALB,71,8.828702310888081
ALB,72,8.923917101964514
ALB,73,8.894946689535205
ALB,74,7.421698967594167
ALB,75,6.501284176348711
ALB,76,11.88873847256958
ALB,77,7.274372653215796
ALB,78,11.559875692700114
ALB,79,5.460343411877771
ALB,80,7.466828351984827
ALB,81,9.48512275994377
ALB,82,9.382850921315704
ALB,83,6.840831644174432
ALB,84,9.849074047490115
ALB,85,7.027061737316952
ALB,86,7.930954775597035
ALB,87,4.111416687448169
ALB,88,3.4153013532618033
ALB,89,6.169229306912591
ALB,90,10.05323647133605
ALB,91,5.395461744062003
ALB,92,6.328698866632868
ALB,93,2.881922970473596
ALB,94,13.589726566006446
ALB,95,10.082527664576856
ALB,96,3.4138986007034258
ALB,97,5.470414447335792
ALB,98,6.520971270185762
ALB,99,7.689783965706933
ALB,100,5.95468599532998
DZA,1,1.157007284809833
DZA,2,10.876195080452009
DZA,3,4.377425712958003
DZA,4,0.8834066892265141
DZA,5,4.853831527386601
DZA,6,4.230379974608796
DZA,7,3.150625193669048
DZA,8,5.498444416950123
DZA,9,2.0689361109750464
DZA,10,3.4550797230967603
DZA,11,3.914071910830219
DZA,12,4.107545861002541
DZA,13,3.892011924980069
DZA,14,4.0441600067959165
DZA,15,2.5211805551365867
DZA,16,1.5775641216658993
DZA,17,5.053441586110831
DZA,18,2.388989222534189
DZA,19,4.403214530073415
DZA,20,3.3299615082740046
DZA,21,2.92071229780816
DZA,22,3.083082865728995
DZA,23,3.44338729674526
DZA,24,4.068799831191576
DZA,25,11.350405312839493
DZA,26,5.266985968561464
DZA,27,2.749433610601907
DZA,28,6.121084259782109
DZA,29,2.6358706327598425
DZA,30,4.498807013804451
DZA,31,4.418141857079367
DZA,32,3.734492115231242
DZA,33,1.6069548438795986
DZA,34,7.7298792249481965
DZA,35,2.1248857466285207
DZA,36,3.303080423147582
DZA,37,3.256497830819974
DZA,38,6.375489759628139
DZA,39,8.162209316197279
DZA,40,5.896265301978943
DZA,41,6.239071473321782
DZA,42,1.6672202562693523
DZA,43,5.814660775999232
DZA,44,3.495350201545386
DZA,45,2.8206485290857044
DZA,46,2.6080172020873107
DZA,47,2.1454495409509735
DZA,48,3.3660621519134857
DZA,49,3.9392474522560628
DZA,50,2.059273569919671
DZA,51,3.3306855992050517
DZA,52,8.854778748491027
DZA,53,2.136400526173949
DZA,54,4.387008890752481
DZA,55,5.021784545947962
DZA,56,2.402513323027177
DZA,57,3.702826240449827
DZA,58,1.7306488196500036
DZA,59,1.463437891405904
DZA,60,4.311144691809562
DZA,61,4.0330352220057435
DZA,62,5.314644208540738
DZA,63,1.851600312845596
DZA,64,0.8075364513727061
DZA,65,2.836087281738999
DZA,66,11.079711233072326
DZA,67,3.7356004603454087
DZA,68,1.8629185967519524
DZA,69,1.646588245080294
DZA,70,1.656559037971402
DZA,71,2.9137525797394916
DZA,72,3.42049873531077
DZA,73,13.973025376260773
DZA,74,2.401672592554904
DZA,75,4.9374686445599565
DZA,76,2.1116637276230334
DZA,77,5.579961754929326
DZA,78,1.8724820914153313
DZA,79,1.664859635783247
DZA,80,2.413114776142701
DZA,81,1.906628855014937
DZA,82,3.8687958894300087
DZA,83,3.2795731426163326
DZA,84,2.3380305844374876
DZA,85,2.187567526451726
DZA,86,3.109867763456504
DZA,87,2.9517784356283667
DZA,88,10.622710903720606
DZA,89,4.6085591178072765
DZA,90,3.196509112042144
DZA,91,3.3163252532092318
DZA,92,1.9949558782432488
DZA,93,4.998928535949898
DZA,94,6.51610617020218
DZA,95,2.661147012329929
DZA,96,0.733804282911311
DZA,97,1.343320550906674
DZA,98,1.8095142714377839
DZA,99,3.5256038608598943
DZA,100,5.710680683408812
AGO,1,1.2932176184381168
AGO,2,0.2865781193199002
AGO,3,1.8101315302210985
AGO,4,0.6325938531779483
AGO,5,1.2507068319242256
AGO,6,2.0763475122204667
AGO,7,1.9826291476310844
AGO,8,2.8585355860912283
AGO,9,1.665597181759169
AGO,10,3.60213117397571
AGO,11,1.3745665419551285
AGO,12,1.110307708796077
AGO,13,0.9985315700470322
AGO,14,1.025712278999365
AGO,15,2.6217373033849003
AGO,16,0.5231342975847888
AGO,17,0.4730863779344504
AGO,18,0.8741801806435623
AGO,19,0.8515659678451849
AGO,20,1.0958012619141049
AGO,21,0.8706071526836361
AGO,22,1.6747978866177773
AGO,23,0.6768255982336135
AGO,24,0.6476327619541952
AGO,25,0.7972401118013425
AGO,26,0.2697885967478074
AGO,27,0.8084472697891832
AGO,28,0.750032151806013
AGO,29,1.5026580281503674
AGO,30,1.048713397045575
AGO,31,0.4640576294846887
AGO,32,0.772926196912684
AGO,33,0.5440021496522305
AGO,34,0.7802964375287152
AGO,35,1.508485445986887
AGO,36,0.8768523014332683
AGO,37,1.5207354523551377
AGO,38,1.0383306772203864
AGO,39,1.2831914592053526
AGO,40,1.0304075533985821
AGO,41,1.6258262810100548
AGO,42,1.484530562395273
AGO,43,0.5055403619560198
AGO,44,2.8615505032348927
AGO,45,0.8874140965566889
AGO,46,1.4725368987887488
AGO,47,3.0831738532749524
AGO,48,1.7102470414703865
AGO,49,2.1094348925779522
AGO,50,0.9211041193407338
AGO,51,0.8437731008843405
AGO,52,1.3098303431883507
AGO,53,2.947970902568079
AGO,54,1.9633421136701878
AGO,55,1.559529242564152
AGO,56,0.4061145439448895
AGO,57,4.626736937118308
AGO,58,1.5559387946297867
AGO,59,2.706263435232621
AGO,60,0.9148979538895851
AGO,61,1.0794630037770891
AGO,62,0.3699630935033028
AGO,63,0.3906169899762024
AGO,64,2.5083071227153138
AGO,65,1.6018036811245149
AGO,66,3.557899107833405
AGO,67,1.2121045266038484
AGO,68,0.5663658704478227
AGO,69,2.150584619540689
AGO,70,1.1917415544330618
AGO,71,0.3414463568303884
AGO,72,3.0746176202143647
AGO,73,1.6120947321039045
AGO,74,1.6564539155194853
AGO,75,0.38688983267989807
AGO,76,1.9966980199315636
AGO,77,1.245852094069712
AGO,78,1.6067621829393772
AGO,79,0.23310110959858393
AGO,80,1.7258713732505395
AGO,81,0.8247180217792238
AGO,82,1.3135302856927948
AGO,83,0.7664929349761717
AGO,84,2.260452192414427
AGO,85,0.9088079814333598
AGO,86,2.4651695632749355
AGO,87,2.1679574164259496
AGO,88,1.248104352193979
AGO,89,1.1354217646603015
AGO,90,2.250788550867563
AGO,91,1.9024682424848975
AGO,92,2.1306307484411726
AGO,93,0.33664402794219994
AGO,94,0.937574489276637
AGO,95,4.889195965624202
AGO,96,1.8485115315293548
AGO,97,4.72328791563593
AGO,98,0.9647535402654187
AGO,99,2.8817805933893292
AGO,100,0.7372297181489086
ARG,1,2.526817827614167
ARG,2,3.735253856258504
ARG,3,3.056298670962402
ARG,4,3.1216975988191433
ARG,5,11.694659445221685
ARG,6,6.306304118268804
ARG,7,2.1987101354489207
ARG,8,9.350449340531913
ARG,9,7.627827633774681
ARG,10,2.86530118523664
ARG,11,2.3375890695638186
ARG,12,1.5084529286785961
ARG,13,1.613613926824146
ARG,14,1.2056946985523072
ARG,15,10.59831291817399
ARG,16,3.2159205347114295
ARG,17,1.6112739343767168
ARG,18,4.424411317629798
ARG,19,1.9175889112198108
ARG,20,4.998460352645474
ARG,21,1.213119266669038
ARG,22,5.339261942616892
ARG,23,2.897655386632623
ARG,24,1.7101590683909347
ARG,25,3.2891707177847778
ARG,26,6.663303022184949
ARG,27,8.81318279027183
ARG,28,3.378998930430414
ARG,29,3.2650351749535433
ARG,30,3.785730504770126
ARG,31,3.3054180436973195
ARG,32,3.4312500489148166
ARG,33,1.2609031920657614
ARG,34,1.9677713198563813
ARG,35,7.276790289862948
ARG,36,3.836974444177614
ARG,37,3.902842464370827
ARG,38,3.350453680171091
ARG,39,2.7373056465631724
ARG,40,1.0040771926474867
ARG,41,4.4002994168552725
ARG,42,1.8134314894876926
ARG,43,2.172689212918451
ARG,44,3.840156415096896
ARG,45,2.78500426903211
ARG,46,4.641329178793309
ARG,47,4.743188268789177
ARG,48,6.346807533741633
ARG,49,1.308728706038442
ARG,50,2.2110744857546165
ARG,51,5.219756259261618
ARG,52,2.1706240284077687
ARG,53,1.8482635902079088
ARG,54,2.0458857876289134
ARG,55,8.24515613982057
ARG,56,3.6839836150518117
ARG,57,4.759566888258648
ARG,58,5.5410271827522
ARG,59,5.755303666701253
ARG,60,2.1808137603300937
ARG,61,4.7288982051168365
ARG,62,8.579540379236457
ARG,63,2.871239321824479
ARG,64,1.1430676782449103
ARG,65,7.208636449346548
ARG,66,1.7068449607820397
ARG,67,3.124064085694931
ARG,68,2.024515824277875
ARG,69,5.081313301059085
ARG,70,1.6063179249370274
ARG,71,6.978757592638552
ARG,72,2.6570130806271393
ARG,73,3.353073437174158
ARG,74,2.6906315128477094
ARG,75,3.8781069262242807
ARG,76,3.0583994264535166
ARG,77,4.671661626663404
ARG,78,4.610370134897781
ARG,79,5.300545565572753
ARG,80,3.379038093960343
ARG,81,2.6659726552930403
ARG,82,4.542344342691963
ARG,83,3.932165074589251
ARG,84,6.475781153543149
ARG,85,3.7841868525876015
ARG,86,13.624608404512756
ARG,87,3.0537829826045497
ARG,88,3.307626115099965
ARG,89,20.005568344354586
ARG,90,1.8814930820509805
ARG,91,11.709402122669273
ARG,92,1.6415194543567582
ARG,93,5.666053334502904
ARG,94,4.739490896292096
ARG,95,12.083653280719103
ARG,96,3.48848808931767
ARG,97,4.795225268321929
ARG,98,5.030911515774848
ARG,99,7.351884973615001
ARG,100,6.90734986170234
ARM,1,5.179995949109536
ARM,2,7.046610995744855
ARM,3,3.259722366956333
ARM,4,5.5321667352540915
ARM,5,4.613818185437174
ARM,6,7.4928520215808865
ARM,7,10.937096497270714
ARM,8,4.65480791606543
ARM,9,7.7089609399091845
ARM,10,3.8065388638505513
ARM,11,5.328380560247941
ARM,12,6.058572220939337
ARM,13,7.547921739875222
ARM,14,12.725501529404498
ARM,15,5.050033008514995
ARM,16,6.111404265278646
ARM,17,5.6071751332213715
ARM,18,9.642521386190998
ARM,19,4.038691125803183
ARM,20,8.0358583678867
ARM,21,5.772964361798266
ARM,22,6.755602530314782
ARM,23,6.701398804874548
ARM,24,4.543456886409638
ARM,25,4.461957793354488
ARM,26,4.075853991044504
ARM,27,3.3114795678571745
ARM,28,8.071333205182663
ARM,29,3.8021003609299533
ARM,30,4.8038791672326555
ARM,31,8.000824695569701
ARM,32,5.5182495857541385
ARM,33,9.334683843651208
ARM,34,10.37654935600892
ARM,35,3.056712623647432
ARM,36,10.86941258800861
ARM,37,5.625007814098021
ARM,38,7.951519095771625
ARM,39,6.29235076913871
ARM,40,4.7206410942182595
ARM,41,4.695880922162652
ARM,42,2.1780581540918336
ARM,43,6.122703209342819
ARM,44,6.016313072283081
ARM,45,9.036563100606452
ARM,46,5.381797072230106
ARM,47,4.231776016837997
ARM,48,3.9386780365147347
ARM,49,3.867749637456167
ARM,50,5.668994327482667
ARM,51,4.8697308068982865
ARM,52,3.0987735450860496
ARM,53,6.681240816434861
ARM,54,4.530016258725357
ARM,55,6.8437013338152815
ARM,56,9.157306650783497
ARM,57,4.781428504364483
ARM,58,5.063747106698649
ARM,59,10.545692273138839
ARM,60,7.074481242059311
ARM,61,3.19744163796236
ARM,62,4.558605078213014
ARM,63,7.086414271780999
ARM,64,3.6464990203904804
ARM,65,5.334118958451738
ARM,66,4.442242150494142
ARM,67,3.154998756762242
ARM,68,2.4439206301932126
ARM,69,5.004073856927111
ARM,70,3.76723999252049
ARM,71,11.696826867103916
ARM,72,4.435935132847282
ARM,73,4.593286056290781
ARM,74,9.37194728187685
ARM,75,7.058510436900057
ARM,76,4.714064441187166
ARM,77,7.4961517211926925
ARM,78,5.953640198505753
ARM,79,7.656775047578105
ARM,80,2.545761331977861
ARM,81,4.126136124228175
ARM,82,6.692289883954074
ARM,83,9.420619276717137
ARM,84,4.988086458333846
ARM,85,4.004165160158583
ARM,86,7.029125222261897
ARM,87,9.1367459452104125
ARM,88,7.327879639726718
ARM,89,10.270286151095753
ARM,90,2.9393049344228355
ARM,91,5.6726875099174094
ARM,92,4.342029375647081
ARM,93,11.242549693388883
ARM,94,6.726047302397625
ARM,95,6.464146324116011
ARM,96,7.425137146399381
ARM,97,5.778366460252665
ARM,98,6.742173788782475
ARM,99,6.425875325163374
ARM,100,3.585236492035052
AUS,1,19.160366895525758
AUS,2,16.64580723294241
AUS,3,17.576830234581422
AUS,4,20.531126517011145
AUS,5,20.16396182746763
AUS,6,16.424534030521723
AUS,7,17.684759990942
AUS,8,19.584317493129422
AUS,9,20.96530171559063
AUS,10,21.839917173519698
AUS,11,16.821720262052533
AUS,12,22.007562088976435
AUS,13,18.455418529884945
AUS,14,20.246025301799914
AUS,15,19.331864659253466
AUS,16,18.175186531619136
AUS,17,16.478419105578787
AUS,18,19.06352944834165
AUS,19,20.576661789436674
AUS,20,20.419765621282792
AUS,21,18.57063864282994
AUS,22,19.56366488711394
AUS,23,18.77479740791687
AUS,24,19.28057158841206
AUS,25,19.97285497537382
AUS,26,20.84846879451206
AUS,27,21.602533428399923
AUS,28,19.491887783496345
AUS,29,17.815415521953373
AUS,30,20.06098325588152
AUS,31,19.128289871835147
AUS,32,20.143097039564363
AUS,33,19.555268801398576
AUS,34,20.272244767893056
AUS,35,19.65089473239729
AUS,36,21.024779823829565
AUS,37,17.77721346534322
AUS,38,15.975440113461001
AUS,39,15.900943177453422
AUS,40,17.303351937811758
AUS,41,17.646728909345583
AUS,42,20.152678991710758
AUS,43,20.914407456058825
AUS,44,18.407789256021875
AUS,45,19.797757932177408
AUS,46,18.3694413177349
AUS,47,22.762431386248306
AUS,48,19.3270677819583
AUS,49,18.344014407176683
AUS,50,16.473262830578303
AUS,51,16.385247910270017
AUS,52,18.281387116773768
AUS,53,17.1930736940361
AUS,54,17.125203943687865
AUS,55,17.676692649510326
AUS,56,15.206493640521876
AUS,57,17.947612943494313
AUS,58,19.979758180319184
AUS,59,18.435618140736427
AUS,60,19.75489598309572
AUS,61,16.556257715789098
AUS,62,17.929657707226617
AUS,63,17.12077897538358
AUS,64,15.065371619765003
AUS,65,19.846821989738984
AUS,66,18.476383675577434
AUS,67,17.710090412382016
AUS,68,17.6042496593631
AUS,69,19.24619686108375
AUS,70,17.460739651761724
AUS,71,16.69206672432237
AUS,72,18.43193652107148
AUS,73,19.913070420795965
AUS,74,20.211685719808763
AUS,75,18.161575896854117
AUS,76,20.850019026957465
AUS,77,20.925940436909826
AUS,78,15.611037138760157
AUS,79,18.94545675200711
AUS,80,18.681991279060966
AUS,81,20.641167623121493
AUS,82,18.532772807061644
AUS,83,17.17865562814589
AUS,84,18.561202975808246
AUS,85,20.93182748212513
AUS,86,20.849619404043196
AUS,87,18.264093315302336
AUS,88,19.89792799389651
AUS,89,21.22851562351717
AUS,90,18.54360540175303
AUS,91,16.790996946916508
AUS,92,17.360951553008732
AUS,93,17.042770835491996
AUS,94,19.057875018249277
AUS,95,18.57571706612808
AUS,96,20.634166733149343
AUS,97,15.871442861248818
AUS,98,17.65329906760713
AUS,99,17.01375980521214
AUS,100,17.19685011804821
AUT,1,20.64256908296762
AUT,2,18.929422098003194
AUT,3,16.073063145857255
AUT,4,15.195572782175471
AUT,5,19.928789987947354
AUT,6,15.543287648296841
AUT,7,17.02912128224201
AUT,8,17.545782999228948
AUT,9,19.35765498280196
AUT,10,16.51734822305336
AUT,11,15.333617658371391
AUT,12,18.45767111187166
AUT,13,16.865243373211943
AUT,14,16.104170818708894
AUT,15,16.37425761623099
AUT,16,16.57915432912081
AUT,17,18.242875727836527
AUT,18,18.682197593170333
AUT,19,17.342118905386283
AUT,20,17.36499204123607
AUT,21,19.44304748516315
AUT,22,16.646706850104312
AUT,23,18.859557987123292
AUT,24,17.94361859480018
AUT,25,16.087706098051594
AUT,26,16.853469576929115
AUT,27,16.051699145150426
AUT,28,18.764923625665748
AUT,29,18.9551057383754
AUT,30,19.922387611106323
AUT,31,16.628656706404808
AUT,32,17.699660698004358
AUT,33,18.17724400103004
AUT,34,19.5245435672765
AUT,35,16.27524572385683
AUT,36,14.581696878962756
AUT,37,18.858693183394287
AUT,38,16.89560471233189
AUT,39,18.409686691840584
AUT,40,18.631735332418227
AUT,41,16.685735964237235
AUT,42,16.50565199443219
AUT,43,19.335023769141568
AUT,44,16.254671653629668
AUT,45,16.931931770820228
AUT,46,17.59585895161553
AUT,47,15.796339705641476
AUT,48,15.615209374745918
AUT,49,17.996222379513444
AUT,50,20.02708907302814
AUT,51,14.215266479123496
AUT,52,13.973231887079196
AUT,53,18.700729643073867
AUT,54,17.160310455939594
AUT,55,20.06663075961015
AUT,56,16.83221566925557
AUT,57,16.7710613466562
AUT,58,16.246326234741677
AUT,59,16.08499198897456
AUT,60,20.33745281001104
AUT,61,17.41827106647855
AUT,62,17.327129985211872
AUT,63,18.404076037272823
AUT,64,16.637386033909248
AUT,65,17.31263240790034
AUT,66,19.237891830541077
AUT,67,19.93136594320561
AUT,68,18.07769814676103
AUT,69,15.245222972911378
AUT,70,16.6689599862363
AUT,71,18.00873049587362
AUT,72,17.391384445435712
AUT,73,17.547877107196097
AUT,74,20.912361570447377
AUT,75,19.73058366068999
AUT,76,19.06371642205915
AUT,77,15.985546411453477
AUT,78,18.308275688523427
AUT,79,19.747235921708324
AUT,80,18.65878023294614
AUT,81,15.800646894712674
AUT,82,16.728354976254746
AUT,83,15.804247289086735
AUT,84,16.875680976314964
AUT,85,16.69487416390013
AUT,86,16.876601449406536
AUT,87,18.757013865185193
AUT,88,18.8213632110552
AUT,89,20.571637034872722
AUT,90,16.278759315944605
AUT,91,17.20187155396547
AUT,92,20.393855386659148
AUT,93,18.13952243682242
AUT,94,18.252829930489284
AUT,95,19.5600779517872
AUT,96,20.687249998216366
AUT,97,19.238430368719683
AUT,98,14.26667947320336
AUT,99,15.146332281289304
AUT,100,18.455290696344587
AZE,1,5.3615139051773975
AZE,2,4.105054099265125
AZE,3,4.549794557700123
AZE,4,5.868874449305625
AZE,5,10.40829469455879
AZE,6,3.449103040691471
AZE,7,8.546230098371213
AZE,8,5.304492371548108
AZE,9,2.9157142882418934
AZE,10,4.0075121456318366
AZE,11,10.19278948093617
AZE,12,6.003527788629371
AZE,13,9.804720428337912
AZE,14,5.7892189903317295
AZE,15,3.678731114771902
AZE,16,6.282359281531662
AZE,17,4.014959375196883
AZE,18,4.206754122099947
AZE,19,6.478219856141572
AZE,20,3.806728053696533
AZE,21,7.623735674117926
AZE,22,3.9789546683195556
AZE,23,7.825605997009465
AZE,24,5.483467740496578
AZE,25,5.216384482060266
AZE,26,3.494908072737561
AZE,27,8.891174022031933
AZE,28,6.690917663564478
AZE,29,3.321398516809621
AZE,30,7.429853380078255
AZE,31,6.175230164104341
AZE,32,3.9389681486104573
AZE,33,3.49832944561977
AZE,34,5.469836310719308
AZE,35,5.062533185944641
AZE,36,2.0716285347435193
AZE,37,3.8129852650323786
AZE,38,9.27713249480845
AZE,39,7.4565683671084155
AZE,40,6.462922263414808
AZE,41,2.8290801976664532
AZE,42,3.25366284433718
AZE,43,3.772099600628432
AZE,44,7.632184172857275
AZE,45,6.168770506231081
AZE,46,3.8611571932017004
AZE,47,4.752400785416768
AZE,48,5.954011607153794
AZE,49,5.115112649171267
AZE,50,7.704534578393889
AZE,51,2.9645958264760104
AZE,52,3.0281357483870797
AZE,53,3.7727500895137163
AZE,54,3.2208035246924283
AZE,55,5.261086583223555
AZE,56,5.839014383243245
AZE,57,2.5597414717657556
AZE,58,9.50350681987117
AZE,59,5.809783672613278
AZE,60,6.922537086492618
AZE,61,2.582681564314329
AZE,62,2.7365988229851603
AZE,63,7.068397195061017
AZE,64,7.550325963133641
AZE,65,5.326040375282319
AZE,66,7.503043033349665
AZE,67,3.499729253894396
AZE,68,2.419593980139063
AZE,69,5.664703614625977
AZE,70,2.38654708448053
AZE,71,4.112461367854073
AZE,72,3.47813065253363
AZE,73,4.274353290337297
AZE,74,3.6100925710910117
AZE,75,4.4553692040742785
AZE,76,2.9157946076509758
AZE,77,5.221326961025822
AZE,78,5.564023620491481
AZE,79,4.703896914379861
AZE,80,6.091110840658463
AZE,81,6.377921468854531
AZE,82,5.095583303288896
AZE,83,7.570766225469473
AZE,84,4.3030105684339715
AZE,85,4.437680802377303
AZE,86,4.297189136081366
AZE,87,3.414494993968737
AZE,88,5.278994176981611
AZE,89,7.895695953439573
AZE,90,3.9153771854215966
AZE,91,10.675592186710865
AZE,92,4.283550994993693
AZE,93,4.049657279432358
AZE,94,4.931348893136581
AZE,95,6.1274544842224365
AZE,96,1.6103418031534114
AZE,97,3.776504132399295
AZE,98,7.717983985077549
AZE,99,2.2960547237983895
AZE,100,6.2268042171275955
BHS,1,6.7388862661204865
BHS,2,12.170457749626586
BHS,3,7.558165249794317
BHS,4,8.959136370226771
BHS,5,7.78470690824631
BHS,6,7.836925253401791
BHS,7,9.453554196765399
BHS,8,7.580135662055616
BHS,9,3.6843522971076963
BHS,10,7.9652621439486255
BHS,11,7.206919899932803
BHS,12,6.637231562158485
BHS,13,7.270181890397383
BHS,14,7.848037075666573
BHS,15,8.772388678754144
BHS,16,6.477052976669659
BHS,17,8.511560499043377
BHS,18,7.572880704394888
BHS,19,8.812397521618951
BHS,20,7.144433441783304
BHS,21,9.372066017310477
BHS,22,6.09849392594226
BHS,23,8.30499859496153
BHS,24,8.345166837699882
BHS,25,7.580891662543792
BHS,26,8.352382499717416
BHS,27,8.867660509024777
BHS,28,6.771847640233181
BHS,29,9.426650568013207
BHS,30,7.3711289808506555
BHS,31,7.634454950927527
BHS,32,7.090377541314223
BHS,33,6.601649246091304
BHS,34,8.068650087455227
BHS,35,8.385538264957109
BHS,36,7.477138479401664
BHS,37,8.534790406059958
BHS,38,5.287842898400591
BHS,39,9.2272101035194
BHS,40,7.08800177363945
BHS,41,6.9154683609327146
BHS,42,9.529250474099792
BHS,43,8.317329438085464
BHS,44,8.16396965531243
BHS,45,8.775469939628973
BHS,46,8.34138060390357
BHS,47,9.0081298814525
BHS,48,8.121053488239657
BHS,49,6.864636617061805
BHS,50,7.784956284698889
BHS,51,8.03273643313446
BHS,52,6.705286954601599
BHS,53,6.783279373588894
BHS,54,6.908768265346908
BHS,55,4.453819981659703
BHS,56,7.186373665097475
BHS,57,8.02078005559815
BHS,58,7.582354252322775
BHS,59,6.36970762866284
BHS,60,8.378646896678868
BHS,61,4.258855481139138
BHS,62,7.2967239419675245
BHS,63,9.813910441738418
BHS,64,10.776832290609821
BHS,65,8.336417079207196
BHS,66,8.612512571770004
BHS,67,7.290820881708257
BHS,68,7.028823563840905
BHS,69,10.757777979489841
BHS,70,2.4793605007585215
BHS,71,6.692285848309973
BHS,72,9.661754438022081
BHS,73,7.431092289111679
BHS,74,8.869928001351763
BHS,75,8.9576938769430825
BHS,76,9.512895968416771
