country_code,cluster_name,attach_code,age_grp,simulation_index,ifr
NZL,Oceania-Melanesia-Polynesia,AUS,2,32,4.04365946389573e-6
SLB,Oceania-Melanesia-Polynesia,AUS,2,32,4.04365946389573e-6
TON,Oceania-Melanesia-Polynesia,AUS,2,32,4.04365946389573e-6
VUT,Oceania-Melanesia-Polynesia,AUS,2,32,4.04365946389573e-6
WSM,Oceania-Melanesia-Polynesia,AUS,2,32,4.04365946389573e-6
AUS,Oceania-Melanesia-Polynesia,AUS,2,33,2.9621702302066964e-6
FJI,Oceania-Melanesia-Polynesia,AUS,2,33,2.9621702302066964e-6
NCL,Oceania-Melanesia-Polynesia,AUS,2,33,2.9621702302066964e-6
NZL,Oceania-Melanesia-Polynesia,AUS,2,33,2.9621702302066964e-6
SLB,Oceania-Melanesia-Polynesia,AUS,2,33,2.9621702302066964e-6
TON,Oceania-Melanesia-Polynesia,AUS,2,33,2.9621702302066964e-6
VUT,Oceania-Melanesia-Polynesia,AUS,2,33,2.9621702302066964e-6
WSM,Oceania-Melanesia-Polynesia,AUS,2,33,2.9621702302066964e-6
AUS,Oceania-Melanesia-Polynesia,AUS,2,34,4.38214161762015e-6
FJI,Oceania-Melanesia-Polynesia,AUS,2,34,4.38214161762015e-6
NCL,Oceania-Melanesia-Polynesia,AUS,2,34,4.38214161762015e-6
NZL,Oceania-Melanesia-Polynesia,AUS,2,34,4.38214161762015e-6
SLB,Oceania-Melanesia-Polynesia,AUS,2,34,4.38214161762015e-6
TON,Oceania-Melanesia-Polynesia,AUS,2,34,4.38214161762015e-6
VUT,Oceania-Melanesia-Polynesia,AUS,2,34,4.38214161762015e-6
WSM,Oceania-Melanesia-Polynesia,AUS,2,34,4.38214161762015e-6
AUS,Oceania-Melanesia-Polynesia,AUS,2,35,3.007828292299973e-6
FJI,Oceania-Melanesia-Polynesia,AUS,2,35,3.007828292299973e-6
NCL,Oceania-Melanesia-Polynesia,AUS,2,35,3.007828292299973e-6
NZL,Oceania-Melanesia-Polynesia,AUS,2,35,3.007828292299973e-6
SLB,Oceania-Melanesia-Polynesia,AUS,2,35,3.007828292299973e-6
TON,Oceania-Melanesia-Polynesia,AUS,2,35,3.007828292299973e-6
VUT,Oceania-Melanesia-Polynesia,AUS,2,35,3.007828292299973e-6
WSM,Oceania-Melanesia-Polynesia,AUS,2,35,3.007828292299973e-6
AUS,Oceania-Melanesia-Polynesia,AUS,2,36,5.3192247701653015e-06
FJI,Oceania-Melanesia-Polynesia,AUS,2,36,5.3192247701653015e-06
NCL,Oceania-Melanesia-Polynesia,AUS,2,36,5.3192247701653015e-06
NZL,Oceania-Melanesia-Polynesia,AUS,2,36,5.3192247701653015e-06
SLB,Oceania-Melanesia-Polynesia,AUS,2,36,5.3192247701653015e-06
TON,Oceania-Melanesia-Polynesia,AUS,2,36,5.3192247701653015e-06
VUT,Oceania-Melanesia-Polynesia,AUS,2,36,5.3192247701653015e-06
WSM,Oceania-Melanesia-Polynesia,AUS,2,36,5.3192247701653015e-06
AUS,Oceania-Melanesia-Polynesia,AUS,2,37,4.144528045031656e-6
FJI,Oceania-Melanesia-Polynesia,AUS,2,37,4.144528045031656e-6
NCL,Oceania-Melanesia-Polynesia,AUS,2,37,4.144528045031656e-6
NZL,Oceania-Melanesia-Polynesia,AUS,2,37,4.144528045031656e-6
SLB,Oceania-Melanesia-Polynesia,AUS,2,37,4.144528045031656e-6
TON,Oceania-Melanesia-Polynesia,AUS,2,37,4.144528045031656e-6
VUT,Oceania-Melanesia-Polynesia,AUS,2,37,4.144528045031656e-6
WSM,Oceania-Melanesia-Polynesia,AUS,2,37,4.144528045031656e-6
AUS,Oceania-Melanesia-Polynesia,AUS,2,38,3.227124877101239e-6
FJI,Oceania-Melanesia-Polynesia,AUS,2,38,3.227124877101239e-6
NCL,Oceania-Melanesia-Polynesia,AUS,2,38,3.227124877101239e-6
NZL,Oceania-Melanesia-Polynesia,AUS,2,38,3.227124877101239e-6
SLB,Oceania-Melanesia-Polynesia,AUS,2,38,3.227124877101239e-6
TON,Oceania-Melanesia-Polynesia,AUS,2,38,3.227124877101239e-6
VUT,Oceania-Melanesia-Polynesia,AUS,2,38,3.227124877101239e-6
WSM,Oceania-Melanesia-Polynesia,AUS,2,38,3.227124877101239e-6
AUS,Oceania-Melanesia-Polynesia,AUS,2,39,2.122355056496032e-6
FJI,Oceania-Melanesia-Polynesia,AUS,2,39,2.122355056496032e-6
NCL,Oceania-Melanesia-Polynesia,AUS,2,39,2.122355056496032e-6
NZL,Oceania-Melanesia-Polynesia,AUS,2,39,2.122355056496032e-6
SLB,Oceania-Melanesia-Polynesia,AUS,2,39,2.122355056496032e-6
TON,Oceania-Melanesia-Polynesia,AUS,2,39,2.122355056496032e-6
VUT,Oceania-Melanesia-Polynesia,AUS,2,39,2.122355056496032e-6
WSM,Oceania-Melanesia-Polynesia,AUS,2,39,2.122355056496032e-6
AUS,Oceania-Melanesia-Polynesia,AUS,2,40,3.2831196850558526e-6
FJI,Oceania-Melanesia-Polynesia,AUS,2,40,3.2831196850558526e-6
NCL,Oceania-Melanesia-Polynesia,AUS,2,40,3.2831196850558526e-6
NZL,Oceania-Melanesia-Polynesia,AUS,2,40,3.2831196850558526e-6
SLB,Oceania-Melanesia-Polynesia,AUS,2,40,3.2831196850558526e-6
TON,Oceania-Melanesia-Polynesia,AUS,2,40,3.2831196850558526e-6
VUT,Oceania-Melanesia-Polynesia,AUS,2,40,3.2831196850558526e-6
WSM,Oceania-Melanesia-Polynesia,AUS,2,40,3.2831196850558526e-6
AUS,Oceania-Melanesia-Polynesia,AUS,2,41,1.920442565521784e-6
FJI,Oceania-Melanesia-Polynesia,AUS,2,41,1.920442565521784e-6
NCL,Oceania-Melanesia-Polynesia,AUS,2,41,1.920442565521784e-6
NZL,Oceania-Melanesia-Polynesia,AUS,2,41,1.920442565521784e-6
SLB,Oceania-Melanesia-Polynesia,AUS,2,41,1.920442565521784e-6
TON,Oceania-Melanesia-Polynesia,AUS,2,41,1.920442565521784e-6
VUT,Oceania-Melanesia-Polynesia,AUS,2,41,1.920442565521784e-6
WSM,Oceania-Melanesia-Polynesia,AUS,2,41,1.920442565521784e-6
AUS,Oceania-Melanesia-Polynesia,AUS,2,42,2.3256040949453773e-6
FJI,Oceania-Melanesia-Polynesia,AUS,2,42,2.3256040949453773e-6
NCL,Oceania-Melanesia-Polynesia,AUS,2,42,2.3256040949453773e-6
NZL,Oceania-Melanesia-Polynesia,AUS,2,42,2.3256040949453773e-6
SLB,Oceania-Melanesia-Polynesia,AUS,2,42,2.3256040949453773e-6
TON,Oceania-Melanesia-Polynesia,AUS,2,42,2.3256040949453773e-6
VUT,Oceania-Melanesia-Polynesia,AUS,2,42,2.3256040949453773e-6
WSM,Oceania-Melanesia-Polynesia,AUS,2,42,2.3256040949453773e-6
AUS,Oceania-Melanesia-Polynesia,AUS,2,43,5.651760970669849e-6
FJI,Oceania-Melanesia-Polynesia,AUS,2,43,5.651760970669849e-6
NCL,Oceania-Melanesia-Polynesia,AUS,2,43,5.651760970669849e-6
NZL,Oceania-Melanesia-Polynesia,AUS,2,43,5.651760970669849e-6
SLB,Oceania-Melanesia-Polynesia,AUS,2,43,5.651760970669849e-6
TON,Oceania-Melanesia-Polynesia,AUS,2,43,5.651760970669849e-6
VUT,Oceania-Melanesia-Polynesia,AUS,2,43,5.651760970669849e-6
WSM,Oceania-Melanesia-Polynesia,AUS,2,43,5.651760970669849e-6
AUS,Oceania-Melanesia-Polynesia,AUS,2,44,4.022480149895684e-6
FJI,Oceania-Melanesia-Polynesia,AUS,2,44,4.022480149895684e-6
NCL,Oceania-Melanesia-Polynesia,AUS,2,44,4.022480149895684e-6
NZL,Oceania-Melanesia-Polynesia,AUS,2,44,4.022480149895684e-6
SLB,Oceania-Melanesia-Polynesia,AUS,2,44,4.022480149895684e-6
TON,Oceania-Melanesia-Polynesia,AUS,2,44,4.022480149895684e-6
VUT,Oceania-Melanesia-Polynesia,AUS,2,44,4.022480149895684e-6
WSM,Oceania-Melanesia-Polynesia,AUS,2,44,4.022480149895684e-6
AUS,Oceania-Melanesia-Polynesia,AUS,2,45,5.7641396673649454e-06
FJI,Oceania-Melanesia-Polynesia,AUS,2,45,5.7641396673649454e-06
NCL,Oceania-Melanesia-Polynesia,AUS,2,45,5.7641396673649454e-06
NZL,Oceania-Melanesia-Polynesia,AUS,2,45,5.7641396673649454e-06
SLB,Oceania-Melanesia-Polynesia,AUS,2,45,5.7641396673649454e-06
TON,Oceania-Melanesia-Polynesia,AUS,2,45,5.7641396673649454e-06
VUT,Oceania-Melanesia-Polynesia,AUS,2,45,5.7641396673649454e-06
WSM,Oceania-Melanesia-Polynesia,AUS,2,45,5.7641396673649454e-06
AUS,Oceania-Melanesia-Polynesia,AUS,2,46,2.8664582442978262e-6
FJI,Oceania-Melanesia-Polynesia,AUS,2,46,2.8664582442978262e-6
NCL,Oceania-Melanesia-Polynesia,AUS,2,46,2.8664582442978262e-6
NZL,Oceania-Melanesia-Polynesia,AUS,2,46,2.8664582442978262e-6
SLB,Oceania-Melanesia-Polynesia,AUS,2,46,2.8664582442978262e-6
TON,Oceania-Melanesia-Polynesia,AUS,2,46,2.8664582442978262e-6
VUT,Oceania-Melanesia-Polynesia,AUS,2,46,2.8664582442978262e-6
WSM,Oceania-Melanesia-Polynesia,AUS,2,46,2.8664582442978262e-6
AUS,Oceania-Melanesia-Polynesia,AUS,2,47,3.594960421965727e-6
FJI,Oceania-Melanesia-Polynesia,AUS,2,47,3.594960421965727e-6
NCL,Oceania-Melanesia-Polynesia,AUS,2,47,3.594960421965727e-6
NZL,Oceania-Melanesia-Polynesia,AUS,2,47,3.594960421965727e-6
SLB,Oceania-Melanesia-Polynesia,AUS,2,47,3.594960421965727e-6
TON,Oceania-Melanesia-Polynesia,AUS,2,47,3.594960421965727e-6
VUT,Oceania-Melanesia-Polynesia,AUS,2,47,3.594960421965727e-6
WSM,Oceania-Melanesia-Polynesia,AUS,2,47,3.594960421965727e-6
AUS,Oceania-Melanesia-Polynesia,AUS,2,48,3.1935395137703698e-6
FJI,Oceania-Melanesia-Polynesia,AUS,2,48,3.1935395137703698e-6
NCL,Oceania-Melanesia-Polynesia,AUS,2,48,3.1935395137703698e-6
NZL,Oceania-Melanesia-Polynesia,AUS,2,48,3.1935395137703698e-6
SLB,Oceania-Melanesia-Polynesia,AUS,2,48,3.1935395137703698e-6
TON,Oceania-Melanesia-Polynesia,AUS,2,48,3.1935395137703698e-6
VUT,Oceania-Melanesia-Polynesia,AUS,2,48,3.1935395137703698e-6
WSM,Oceania-Melanesia-Polynesia,AUS,2,48,3.1935395137703698e-6
AUS,Oceania-Melanesia-Polynesia,AUS,2,49,4.075372431356564e-6
FJI,Oceania-Melanesia-Polynesia,AUS,2,49,4.075372431356564e-6
NCL,Oceania-Melanesia-Polynesia,AUS,2,49,4.075372431356564e-6
NZL,Oceania-Melanesia-Polynesia,AUS,2,49,4.075372431356564e-6
SLB,Oceania-Melanesia-Polynesia,AUS,2,49,4.075372431356564e-6
TON,Oceania-Melanesia-Polynesia,AUS,2,49,4.075372431356564e-6
VUT,Oceania-Melanesia-Polynesia,AUS,2,49,4.075372431356564e-6
WSM,Oceania-Melanesia-Polynesia,AUS,2,49,4.075372431356564e-6
AUS,Oceania-Melanesia-Polynesia,AUS,2,50,2.452353181769458e-6
FJI,Oceania-Melanesia-Polynesia,AUS,2,50,2.452353181769458e-6
NCL,Oceania-Melanesia-Polynesia,AUS,2,50,2.452353181769458e-6
NZL,Oceania-Melanesia-Polynesia,AUS,2,50,2.452353181769458e-6
SLB,Oceania-Melanesia-Polynesia,AUS,2,50,2.452353181769458e-6
TON,Oceania-Melanesia-Polynesia,AUS,2,50,2.452353181769458e-6
VUT,Oceania-Melanesia-Polynesia,AUS,2,50,2.452353181769458e-6
WSM,Oceania-Melanesia-Polynesia,AUS,2,50,2.452353181769458e-6
AUS,Oceania-Melanesia-Polynesia,AUS,2,51,2.4707564899118968e-6
FJI,Oceania-Melanesia-Polynesia,AUS,2,51,2.4707564899118968e-6
NCL,Oceania-Melanesia-Polynesia,AUS,2,51,2.4707564899118968e-6
NZL,Oceania-Melanesia-Polynesia,AUS,2,51,2.4707564899118968e-6
SLB,Oceania-Melanesia-Polynesia,AUS,2,51,2.4707564899118968e-6
TON,Oceania-Melanesia-Polynesia,AUS,2,51,2.4707564899118968e-6
VUT,Oceania-Melanesia-Polynesia,AUS,2,51,2.4707564899118968e-6
WSM,Oceania-Melanesia-Polynesia,AUS,2,51,2.4707564899118968e-6
AUS,Oceania-Melanesia-Polynesia,AUS,2,52,4.414177160782302e-6
FJI,Oceania-Melanesia-Polynesia,AUS,2,52,4.414177160782302e-6
NCL,Oceania-Melanesia-Polynesia,AUS,2,52,4.414177160782302e-6
NZL,Oceania-Melanesia-Polynesia,AUS,2,52,4.414177160782302e-6
SLB,Oceania-Melanesia-Polynesia,AUS,2,52,4.414177160782302e-6
TON,Oceania-Melanesia-Polynesia,AUS,2,52,4.414177160782302e-6
VUT,Oceania-Melanesia-Polynesia,AUS,2,52,4.414177160782302e-6
WSM,Oceania-Melanesia-Polynesia,AUS,2,52,4.414177160782302e-6
AUS,Oceania-Melanesia-Polynesia,AUS,2,53,2.2924655029763313e-6
FJI,Oceania-Melanesia-Polynesia,AUS,2,53,2.2924655029763313e-6
NCL,Oceania-Melanesia-Polynesia,AUS,2,53,2.2924655029763313e-6
NZL,Oceania-Melanesia-Polynesia,AUS,2,53,2.2924655029763313e-6
SLB,Oceania-Melanesia-Polynesia,AUS,2,53,2.2924655029763313e-6
TON,Oceania-Melanesia-Polynesia,AUS,2,53,2.2924655029763313e-6
VUT,Oceania-Melanesia-Polynesia,AUS,2,53,2.2924655029763313e-6
WSM,Oceania-Melanesia-Polynesia,AUS,2,53,2.2924655029763313e-6
AUS,Oceania-Melanesia-Polynesia,AUS,2,54,2.524758188601681e-6
FJI,Oceania-Melanesia-Polynesia,AUS,2,54,2.524758188601681e-6
NCL,Oceania-Melanesia-Polynesia,AUS,2,54,2.524758188601681e-6
NZL,Oceania-Melanesia-Polynesia,AUS,2,54,2.524758188601681e-6
SLB,Oceania-Melanesia-Polynesia,AUS,2,54,2.524758188601681e-6
TON,Oceania-Melanesia-Polynesia,AUS,2,54,2.524758188601681e-6
VUT,Oceania-Melanesia-Polynesia,AUS,2,54,2.524758188601681e-6
WSM,Oceania-Melanesia-Polynesia,AUS,2,54,2.524758188601681e-6
AUS,Oceania-Melanesia-Polynesia,AUS,2,55,2.106628812560819e-6
FJI,Oceania-Melanesia-Polynesia,AUS,2,55,2.106628812560819e-6
NCL,Oceania-Melanesia-Polynesia,AUS,2,55,2.106628812560819e-6
NZL,Oceania-Melanesia-Polynesia,AUS,2,55,2.106628812560819e-6
SLB,Oceania-Melanesia-Polynesia,AUS,2,55,2.106628812560819e-6
TON,Oceania-Melanesia-Polynesia,AUS,2,55,2.106628812560819e-6
VUT,Oceania-Melanesia-Polynesia,AUS,2,55,2.106628812560819e-6
WSM,Oceania-Melanesia-Polynesia,AUS,2,55,2.106628812560819e-6
AUS,Oceania-Melanesia-Polynesia,AUS,2,56,4.196972841267087e-6
FJI,Oceania-Melanesia-Polynesia,AUS,2,56,4.196972841267087e-6
NCL,Oceania-Melanesia-Polynesia,AUS,2,56,4.196972841267087e-6
NZL,Oceania-Melanesia-Polynesia,AUS,2,56,4.196972841267087e-6
SLB,Oceania-Melanesia-Polynesia,AUS,2,56,4.196972841267087e-6
TON,Oceania-Melanesia-Polynesia,AUS,2,56,4.196972841267087e-6
VUT,Oceania-Melanesia-Polynesia,AUS,2,56,4.196972841267087e-6
WSM,Oceania-Melanesia-Polynesia,AUS,2,56,4.196972841267087e-6
AUS,Oceania-Melanesia-Polynesia,AUS,2,57,2.997694556503655e-6
FJI,Oceania-Melanesia-Polynesia,AUS,2,57,2.997694556503655e-6
NCL,Oceania-Melanesia-Polynesia,AUS,2,57,2.997694556503655e-6
NZL,Oceania-Melanesia-Polynesia,AUS,2,57,2.997694556503655e-6
SLB,Oceania-Melanesia-Polynesia,AUS,2,57,2.997694556503655e-6
TON,Oceania-Melanesia-Polynesia,AUS,2,57,2.997694556503655e-6
VUT,Oceania-Melanesia-Polynesia,AUS,2,57,2.997694556503655e-6
WSM,Oceania-Melanesia-Polynesia,AUS,2,57,2.997694556503655e-6
AUS,Oceania-Melanesia-Polynesia,AUS,2,58,4.643297996723195e-6
FJI,Oceania-Melanesia-Polynesia,AUS,2,58,4.643297996723195e-6
NCL,Oceania-Melanesia-Polynesia,AUS,2,58,4.643297996723195e-6
NZL,Oceania-Melanesia-Polynesia,AUS,2,58,4.643297996723195e-6
SLB,Oceania-Melanesia-Polynesia,AUS,2,58,4.643297996723195e-6
TON,Oceania-Melanesia-Polynesia,AUS,2,58,4.643297996723195e-6
VUT,Oceania-Melanesia-Polynesia,AUS,2,58,4.643297996723195e-6
WSM,Oceania-Melanesia-Polynesia,AUS,2,58,4.643297996723195e-6
AUS,Oceania-Melanesia-Polynesia,AUS,2,59,2.718372629735298e-6
FJI,Oceania-Melanesia-Polynesia,AUS,2,59,2.718372629735298e-6
NCL,Oceania-Melanesia-Polynesia,AUS,2,59,2.718372629735298e-6
NZL,Oceania-Melanesia-Polynesia,AUS,2,59,2.718372629735298e-6
SLB,Oceania-Melanesia-Polynesia,AUS,2,59,2.718372629735298e-6
TON,Oceania-Melanesia-Polynesia,AUS,2,59,2.718372629735298e-6
VUT,Oceania-Melanesia-Polynesia,AUS,2,59,2.718372629735298e-6
WSM,Oceania-Melanesia-Polynesia,AUS,2,59,2.718372629735298e-6
AUS,Oceania-Melanesia-Polynesia,AUS,2,60,4.370434158195605e-6
FJI,Oceania-Melanesia-Polynesia,AUS,2,60,4.370434158195605e-6
NCL,Oceania-Melanesia-Polynesia,AUS,2,60,4.370434158195605e-6
NZL,Oceania-Melanesia-Polynesia,AUS,2,60,4.370434158195605e-6
SLB,Oceania-Melanesia-Polynesia,AUS,2,60,4.370434158195605e-6
TON,Oceania-Melanesia-Polynesia,AUS,2,60,4.370434158195605e-6
VUT,Oceania-Melanesia-Polynesia,AUS,2,60,4.370434158195605e-6
WSM,Oceania-Melanesia-Polynesia,AUS,2,60,4.370434158195605e-6
AUS,Oceania-Melanesia-Polynesia,AUS,2,61,2.174758814873869e-6
FJI,Oceania-Melanesia-Polynesia,AUS,2,61,2.174758814873869e-6
NCL,Oceania-Melanesia-Polynesia,AUS,2,61,2.174758814873869e-6
NZL,Oceania-Melanesia-Polynesia,AUS,2,61,2.174758814873869e-6
SLB,Oceania-Melanesia-Polynesia,AUS,2,61,2.174758814873869e-6
TON,Oceania-Melanesia-Polynesia,AUS,2,61,2.174758814873869e-6
VUT,Oceania-Melanesia-Polynesia,AUS,2,61,2.174758814873869e-6
WSM,Oceania-Melanesia-Polynesia,AUS,2,61,2.174758814873869e-6
AUS,Oceania-Melanesia-Polynesia,AUS,2,62,2.7737419528961904e-6
FJI,Oceania-Melanesia-Polynesia,AUS,2,62,2.7737419528961904e-6
NCL,Oceania-Melanesia-Polynesia,AUS,2,62,2.7737419528961904e-6
NZL,Oceania-Melanesia-Polynesia,AUS,2,62,2.7737419528961904e-6
SLB,Oceania-Melanesia-Polynesia,AUS,2,62,2.7737419528961904e-6
TON,Oceania-Melanesia-Polynesia,AUS,2,62,2.7737419528961904e-6
VUT,Oceania-Melanesia-Polynesia,AUS,2,62,2.7737419528961904e-6
WSM,Oceania-Melanesia-Polynesia,AUS,2,62,2.7737419528961904e-6
AUS,Oceania-Melanesia-Polynesia,AUS,2,63,2.157348757458981e-6
FJI,Oceania-Melanesia-Polynesia,AUS,2,63,2.157348757458981e-6
NCL,Oceania-Melanesia-Polynesia,AUS,2,63,2.157348757458981e-6
NZL,Oceania-Melanesia-Polynesia,AUS,2,63,2.157348757458981e-6
SLB,Oceania-Melanesia-Polynesia,AUS,2,63,2.157348757458981e-6
TON,Oceania-Melanesia-Polynesia,AUS,2,63,2.157348757458981e-6
VUT,Oceania-Melanesia-Polynesia,AUS,2,63,2.157348757458981e-6
WSM,Oceania-Melanesia-Polynesia,AUS,2,63,2.157348757458981e-6
AUS,Oceania-Melanesia-Polynesia,AUS,2,64,2.6678233911195396e-6
FJI,Oceania-Melanesia-Polynesia,AUS,2,64,2.6678233911195396e-6
NCL,Oceania-Melanesia-Polynesia,AUS,2,64,2.6678233911195396e-6
NZL,Oceania-Melanesia-Polynesia,AUS,2,64,2.6678233911195396e-6
SLB,Oceania-Melanesia-Polynesia,AUS,2,64,2.6678233911195396e-6
TON,Oceania-Melanesia-Polynesia,AUS,2,64,2.6678233911195396e-6
VUT,Oceania-Melanesia-Polynesia,AUS,2,64,2.6678233911195396e-6
WSM,Oceania-Melanesia-Polynesia,AUS,2,64,2.6678233911195396e-6
AUS,Oceania-Melanesia-Polynesia,AUS,2,65,3.0455773294352707e-6
FJI,Oceania-Melanesia-Polynesia,AUS,2,65,3.0455773294352707e-6
NCL,Oceania-Melanesia-Polynesia,AUS,2,65,3.0455773294352707e-6
NZL,Oceania-Melanesia-Polynesia,AUS,2,65,3.0455773294352707e-6
SLB,Oceania-Melanesia-Polynesia,AUS,2,65,3.0455773294352707e-6
TON,Oceania-Melanesia-Polynesia,AUS,2,65,3.0455773294352707e-6
VUT,Oceania-Melanesia-Polynesia,AUS,2,65,3.0455773294352707e-6
WSM,Oceania-Melanesia-Polynesia,AUS,2,65,3.0455773294352707e-6
AUS,Oceania-Melanesia-Polynesia,AUS,2,66,3.4859704376434197e-6
FJI,Oceania-Melanesia-Polynesia,AUS,2,66,3.4859704376434197e-6
NCL,Oceania-Melanesia-Polynesia,AUS,2,66,3.4859704376434197e-6
NZL,Oceania-Melanesia-Polynesia,AUS,2,66,3.4859704376434197e-6
SLB,Oceania-Melanesia-Polynesia,AUS,2,66,3.4859704376434197e-6
TON,Oceania-Melanesia-Polynesia,AUS,2,66,3.4859704376434197e-6
VUT,Oceania-Melanesia-Polynesia,AUS,2,66,3.4859704376434197e-6
WSM,Oceania-Melanesia-Polynesia,AUS,2,66,3.4859704376434197e-6
AUS,Oceania-Melanesia-Polynesia,AUS,2,67,3.4373277693690107e-6
FJI,Oceania-Melanesia-Polynesia,AUS,2,67,3.4373277693690107e-6
NCL,Oceania-Melanesia-Polynesia,AUS,2,67,3.4373277693690107e-6
NZL,Oceania-Melanesia-Polynesia,AUS,2,67,3.4373277693690107e-6
SLB,Oceania-Melanesia-Polynesia,AUS,2,67,3.4373277693690107e-6
TON,Oceania-Melanesia-Polynesia,AUS,2,67,3.4373277693690107e-6
VUT,Oceania-Melanesia-Polynesia,AUS,2,67,3.4373277693690107e-6
WSM,Oceania-Melanesia-Polynesia,AUS,2,67,3.4373277693690107e-6
AUS,Oceania-Melanesia-Polynesia,AUS,2,68,2.872725164198232e-6
FJI,Oceania-Melanesia-Polynesia,AUS,2,68,2.872725164198232e-6
NCL,Oceania-Melanesia-Polynesia,AUS,2,68,2.872725164198232e-6
NZL,Oceania-Melanesia-Polynesia,AUS,2,68,2.872725164198232e-6
SLB,Oceania-Melanesia-Polynesia,AUS,2,68,2.872725164198232e-6
TON,Oceania-Melanesia-Polynesia,AUS,2,68,2.872725164198232e-6
VUT,Oceania-Melanesia-Polynesia,AUS,2,68,2.872725164198232e-6
WSM,Oceania-Melanesia-Polynesia,AUS,2,68,2.872725164198232e-6
AUS,Oceania-Melanesia-Polynesia,AUS,2,69,3.2294982934593652e-6
FJI,Oceania-Melanesia-Polynesia,AUS,2,69,3.2294982934593652e-6
NCL,Oceania-Melanesia-Polynesia,AUS,2,69,3.2294982934593652e-6
NZL,Oceania-Melanesia-Polynesia,AUS,2,69,3.2294982934593652e-6
SLB,Oceania-Melanesia-Polynesia,AUS,2,69,3.2294982934593652e-6
TON,Oceania-Melanesia-Polynesia,AUS,2,69,3.2294982934593652e-6
VUT,Oceania-Melanesia-Polynesia,AUS,2,69,3.2294982934593652e-6
WSM,Oceania-Melanesia-Polynesia,AUS,2,69,3.2294982934593652e-6
AUS,Oceania-Melanesia-Polynesia,AUS,2,70,3.928872738226439e-6
FJI,Oceania-Melanesia-Polynesia,AUS,2,70,3.928872738226439e-6
NCL,Oceania-Melanesia-Polynesia,AUS,2,70,3.928872738226439e-6
NZL,Oceania-Melanesia-Polynesia,AUS,2,70,3.928872738226439e-6
SLB,Oceania-Melanesia-Polynesia,AUS,2,70,3.928872738226439e-6
TON,Oceania-Melanesia-Polynesia,AUS,2,70,3.928872738226439e-6
VUT,Oceania-Melanesia-Polynesia,AUS,2,70,3.928872738226439e-6
WSM,Oceania-Melanesia-Polynesia,AUS,2,70,3.928872738226439e-6
AUS,Oceania-Melanesia-Polynesia,AUS,2,71,2.58489318675611e-6
FJI,Oceania-Melanesia-Polynesia,AUS,2,71,2.58489318675611e-6
NCL,Oceania-Melanesia-Polynesia,AUS,2,71,2.58489318675611e-6
NZL,Oceania-Melanesia-Polynesia,AUS,2,71,2.58489318675611e-6
SLB,Oceania-Melanesia-Polynesia,AUS,2,71,2.58489318675611e-6
TON,Oceania-Melanesia-Polynesia,AUS,2,71,2.58489318675611e-6
VUT,Oceania-Melanesia-Polynesia,AUS,2,71,2.58489318675611e-6
WSM,Oceania-Melanesia-Polynesia,AUS,2,71,2.58489318675611e-6
AUS,Oceania-Melanesia-Polynesia,AUS,2,72,2.8310652000007474e-6
FJI,Oceania-Melanesia-Polynesia,AUS,2,72,2.8310652000007474e-6
NCL,Oceania-Melanesia-Polynesia,AUS,2,72,2.8310652000007474e-6
NZL,Oceania-Melanesia-Polynesia,AUS,2,72,2.8310652000007474e-6
SLB,Oceania-Melanesia-Polynesia,AUS,2,72,2.8310652000007474e-6
TON,Oceania-Melanesia-Polynesia,AUS,2,72,2.8310652000007474e-6
VUT,Oceania-Melanesia-Polynesia,AUS,2,72,2.8310652000007474e-6
WSM,Oceania-Melanesia-Polynesia,AUS,2,72,2.8310652000007474e-6
AUS,Oceania-Melanesia-Polynesia,AUS,2,73,5.261453659485412e-6
FJI,Oceania-Melanesia-Polynesia,AUS,2,73,5.261453659485412e-6
NCL,Oceania-Melanesia-Polynesia,AUS,2,73,5.261453659485412e-6
NZL,Oceania-Melanesia-Polynesia,AUS,2,73,5.261453659485412e-6
SLB,Oceania-Melanesia-Polynesia,AUS,2,73,5.261453659485412e-6
TON,Oceania-Melanesia-Polynesia,AUS,2,73,5.261453659485412e-6
VUT,Oceania-Melanesia-Polynesia,AUS,2,73,5.261453659485412e-6
WSM,Oceania-Melanesia-Polynesia,AUS,2,73,5.261453659485412e-6
AUS,Oceania-Melanesia-Polynesia,AUS,2,74,3.6558804591619895e-6
FJI,Oceania-Melanesia-Polynesia,AUS,2,74,3.6558804591619895e-6
NCL,Oceania-Melanesia-Polynesia,AUS,2,74,3.6558804591619895e-6
NZL,Oceania-Melanesia-Polynesia,AUS,2,74,3.6558804591619895e-6
SLB,Oceania-Melanesia-Polynesia,AUS,2,74,3.6558804591619895e-6
TON,Oceania-Melanesia-Polynesia,AUS,2,74,3.6558804591619895e-6
VUT,Oceania-Melanesia-Polynesia,AUS,2,74,3.6558804591619895e-6
WSM,Oceania-Melanesia-Polynesia,AUS,2,74,3.6558804591619895e-6
AUS,Oceania-Melanesia-Polynesia,AUS,2,75,2.6112620894693633e-6
FJI,Oceania-Melanesia-Polynesia,AUS,2,75,2.6112620894693633e-6
NCL,Oceania-Melanesia-Polynesia,AUS,2,75,2.6112620894693633e-6
NZL,Oceania-Melanesia-Polynesia,AUS,2,75,2.6112620894693633e-6
SLB,Oceania-Melanesia-Polynesia,AUS,2,75,2.6112620894693633e-6
