"","iso3c","age_grp","cluster_name","yll"
"569","BDI",3,"Africa",16.1894079689972
"570","BEN",3,"Africa",16.1814633876133
"571","BFA",3,"Africa",15.3813839241211
"572","BWA",3,"Africa",16.3717415257413
"573","CAF",3,"Africa",14.8682482858822
"574","CIV",3,"Africa",15.1789844406163
"575","CMR",3,"Africa",15.2244648816503
"576","COD",3,"Africa",15.8810193457368
"577","COG",3,"Africa",15.6464873508486
"578","COM",3,"Africa",15.0964608821317
"579","CPV",3,"Africa",17.4998916567798
"580","ETH",3,"Africa",16.5126662862657
"581","GAB",3,"Africa",15.4885431232472
"582","GHA",3,"Africa",16.5170369418796
"583","GIN",3,"Africa",16.0614112262014
"584","GMB",3,"Africa",15.9367991643573
"585","GNB",3,"Africa",15.0885357535806
"586","GNQ",3,"Africa",15.1030073252805
"587","KEN",3,"Africa",15.5272465381132
"588","LBR",3,"Africa",15.2557292000764
"589","LSO",3,"Africa",14.2802833557709
"590","MDG",3,"Africa",16.3444444592731
"591","MLI",3,"Africa",15.3361919429676
"592","MOZ",3,"Africa",14.7964993508601
"593","MRT",3,"Africa",14.8800104227996
"594","MUS",3,"Africa",17.2739021779777
"595","MWI",3,"Africa",15.3167852620371
"596","NAM",3,"Africa",14.1055469071117
"597","NER",3,"Africa",15.3224084245395
"598","NGA",3,"Africa",16.4026086075264
"599","SDN",3,"Africa",16.7315905518721
"600","SEN",3,"Africa",15.6883921817894
"601","SLE",3,"Africa",15.0532882020856
"602","SSD",3,"Africa",15.9941466296224
"603","STP",3,"Africa",16.2667831895548
"604","SWZ",3,"Africa",14.2032852972011
"605","TCD",3,"Africa",15.4801525070016
"606","TGO",3,"Africa",16.2368865091418
"607","TZA",3,"Africa",15.6790559945065
"608","UGA",3,"Africa",15.4994550331109
"609","ZAF",3,"Africa",14.8569182194447
"610","ZMB",3,"Africa",14.9346391899436
"611","ZWE",3,"Africa",15.0849186583329
"612","SOM",3,"Africa",15.3632592238311
"613","AFG",3,"Asia-Europe",15.7027034370311
"614","ARE",3,"Asia-Europe",17.5381746230508
"615","ARM",3,"Asia-Europe",15.523413726496
"616","AZE",3,"Asia-Europe",17.0901766439521
"617","BHR",3,"Asia-Europe",17.4336315777217
"618","CYP",3,"Asia-Europe",18.443758943784
"619","DJI",3,"Asia-Europe",16.2147738914442
"620","EGY",3,"Asia-Europe",14.0129164749496
"621","ERI",3,"Asia-Europe",16.6235162835554
"622","GEO",3,"Asia-Europe",15.5287337892547
"623","IRN",3,"Asia-Europe",17.3108052423315
"624","IRQ",3,"Asia-Europe",15.7937680657412
"625","ISR",3,"Asia-Europe",18.9030235559607
"626","JOR",3,"Asia-Europe",16.0517210264538
"627","KAZ",3,"Asia-Europe",14.7356545578767
"628","KGZ",3,"Asia-Europe",15.4966342222736
"629","KWT",3,"Asia-Europe",17.6798636022753
"630","LBN",3,"Asia-Europe",15.9048030503783
"631","OMN",3,"Asia-Europe",15.6722334413971
"632","PAK",3,"Asia-Europe",15.536707814023
"633","PSE",3,"Asia-Europe",15.9554322396735
"634","QAT",3,"Asia-Europe",18.208294835354
"635","RWA",3,"Asia-Europe",16.2756718408379
"636","SAU",3,"Asia-Europe",17.8204745676536
"637","SYR",3,"Asia-Europe",17.5378568047985
"638","TJK",3,"Asia-Europe",15.9296812883908
"639","TKM",3,"Asia-Europe",16.0215814279125
"640","TUR",3,"Asia-Europe",17.5658370238904
"641","UZB",3,"Asia-Europe",15.6143463095862
"642","YEM",3,"Asia-Europe",15.6610698474757
"643","BGD",4,"Eastern and Southern Asia",6.39216029292177
"644","BRN",4,"Eastern and Southern Asia",6.34295528842135
"645","BTN",4,"Eastern and Southern Asia",6.1163132318502
"646","CHN",4,"Eastern and Southern Asia",6.45161696925614
"647","HKG",4,"Eastern and Southern Asia",7.20030103051821
"648","IDN",4,"Eastern and Southern Asia",5.92489520240075
"649","IND",4,"Eastern and Southern Asia",6.35743531078161
"650","KHM",4,"Eastern and Southern Asia",6.20734926223072
"651","KOR",4,"Eastern and Southern Asia",7.11891626586411
"652","LAO",4,"Eastern and Southern Asia",6.06699373208007
"653","LKA",4,"Eastern and Southern Asia",6.54625200259511
"654","MAC",4,"Eastern and Southern Asia",6.75442293180427
"655","MDV",4,"Eastern and Southern Asia",6.54608659717923
"656","MMR",4,"Eastern and Southern Asia",6.05160792979159
"657","MNG",4,"Eastern and Southern Asia",6.83962504409127
"658","MYS",4,"Eastern and Southern Asia",6.68410927605412
"659","NPL",4,"Eastern and Southern Asia",6.07417962790279
"660","PHL",4,"Eastern and Southern Asia",6.15153330366621
"661","PNG",4,"Eastern and Southern Asia",6.09135582274005
"662","PRK",4,"Eastern and Southern Asia",6.51131608742625
"663","RUS",4,"Eastern and Southern Asia",6.55399016576659
"664","SGP",4,"Eastern and Southern Asia",7.25048724419818
"665","THA",4,"Eastern and Southern Asia",8.44536594567212
"666","TLS",4,"Eastern and Southern Asia",6.07542062665838
"667","VNM",4,"Eastern and Southern Asia",6.75091352802061
"668","JPN",4,"Eastern and Southern Asia",6.71327277153457
"669","TWN",4,"Eastern and Southern Asia",6.95327750650108
"670","AGO",4,"Africa",6.08578470295726
"671","BDI",4,"Africa",6.0022314559255
"672","BEN",4,"Africa",5.9741331680878
"673","BFA",4,"Africa",5.47652900935289
"674","BWA",4,"Africa",6.7042137859684
"675","CAF",4,"Africa",6.22038444809792
"676","CIV",4,"Africa",6.35604573667398
"677","CMR",4,"Africa",6.03904258793867
"678","COD",4,"Africa",5.90950567951343
"679","COG",4,"Africa",6.09746052709373
"680","COM",4,"Africa",5.86177742708245
"681","CPV",4,"Africa",6.2136309053002
"682","ETH",4,"Africa",6.05406497725487
"683","GAB",4,"Africa",6.2684047865438
"684","GHA",4,"Africa",6.05159829528724
"685","GIN",4,"Africa",5.95122819319742
"686","GMB",4,"Africa",5.92056250748458
"687","GNB",4,"Africa",5.89894840636611
"688","GNQ",4,"Africa",5.87198411386081
"689","KEN",4,"Africa",6.78656110632923
"690","LBR",4,"Africa",5.9755659468201
"691","LSO",4,"Africa",6.43267316538467
"692","MDG",4,"Africa",6.06096984475739
"693","MLI",4,"Africa",5.45167558312908
"694","MOZ",4,"Africa",5.62475029906605
"695","MRT",4,"Africa",5.74154463838253
"696","MUS",4,"Africa",6.71395636202774
"697","MWI",4,"Africa",6.53612475664902
"698","NAM",4,"Africa",6.00134621891436
"699","NER",4,"Africa",5.51941660900703
"700","NGA",4,"Africa",5.9292095155033
"701","SDN",4,"Africa",6.08283610134652
"702","SEN",4,"Africa",5.61800654284668
"703","SLE",4,"Africa",5.78415591879826
"704","SSD",4,"Africa",5.8671525256061
"705","STP",4,"Africa",6.42903259331722
"706","SWZ",4,"Africa",6.05549550117099
"707","TCD",4,"Africa",5.70097947943058
"708","TGO",4,"Africa",5.58381470080299
"709","TZA",4,"Africa",6.43742304194172
"710","UGA",4,"Africa",5.67416948553307
"711","ZAF",4,"Africa",6.51308736819839
"712","ZMB",4,"Africa",5.84020757869712
"713","ZWE",4,"Africa",6.3903867942481
"714","SOM",4,"Africa",5.80627525194314
"715","AFG",4,"Asia-Europe",5.87188763612799
"716","ARE",4,"Asia-Europe",6.2671774051654
"717","ARM",4,"Asia-Europe",6.64599124627899
"718","AZE",4,"Asia-Europe",6.25153587708714
"719","BHR",4,"Asia-Europe",6.15846693291971
"720","CYP",4,"Asia-Europe",6.55652718606974
"721","DJI",4,"Asia-Europe",5.98116901800311
"722","EGY",4,"Asia-Europe",5.9737613896065
"723","ERI",4,"Asia-Europe",6.1508203762831
"724","GEO",4,"Asia-Europe",6.1452948340013
"725","IRN",4,"Asia-Europe",6.10887818096815
"726","IRQ",4,"Asia-Europe",6.02224014118295
"727","ISR",4,"Asia-Europe",6.92196551733045
"728","JOR",4,"Asia-Europe",6.14573058432455
"729","KAZ",4,"Asia-Europe",6.17691544452087
"730","KGZ",4,"Asia-Europe",6.02639815545109
"731","KWT",4,"Asia-Europe",6.2728615872433
"732","LBN",4,"Asia-Europe",6.10042387711571
"733","OMN",4,"Asia-Europe",5.89222912122132
"734","PAK",4,"Asia-Europe",5.9638810953587
"735","PSE",4,"Asia-Europe",6.15197737152166
"736","QAT",4,"Asia-Europe",6.23794337591127
"737","RWA",4,"Asia-Europe",6.30310510233938
"738","SAU",4,"Asia-Europe",6.4077535899814
"739","SYR",4,"Asia-Europe",6.23109739135428
"740","TJK",4,"Asia-Europe",6.21251494327805
"741","TKM",4,"Asia-Europe",6.12230649902436
"742","TUR",4,"Asia-Europe",6.47558628662845
"743","UZB",4,"Asia-Europe",6.16385242330991
"744","YEM",4,"Asia-Europe",5.87528239800746
